600033.SH,2009-12-31,0.00,22.9674,0.462,1.4258,0.1601,0.1891,2.0794,9.0482,27.6207,1.0
600033.SH,2010-12-31,-0.00,23.2092,0.3395,1.5218,0.0787,0.1122,2.1972,7.1483,27.8191,1.0
600033.SH,2011-12-31,-0.02,23.5856,0.5162,1.1506,0.0632,0.0811,2.3026,1.882,27.9256,1.0
600033.SH,2012-12-31,-0.01,23.7063,0.5626,0.7562,0.0582,0.0609,2.3979,1.155,28.0095,1.0
600033.SH,2013-12-31,-0.01,23.7044,0.5496,0.6894,0.0746,0.0921,2.4849,1.4512,28.0823,1.0
600033.SH,2014-12-31,-0.01,23.6755,0.5208,0.64,0.0792,0.5617,2.5649,2.7419,28.1413,1.0
600033.SH,2015-12-31,-0.04,23.6513,0.4893,1.0955,0.0696,0.5479,2.6391,6.3892,28.1981,1.0
600033.SH,2016-12-31,-0.01,23.631,0.4641,1.191,0.0814,0.5676,2.7081,1.2579,28.2937,1.0
600033.SH,2017-12-31,-0.01,23.6116,0.4318,0.9303,0.0766,0.5563,2.7726,1.961,28.3887,1.0
600035.SH,2008-12-31,0.02,21.8022,0.2063,3.3761,0.1258,0.3944,1.3863,3.1614,27.5324,1.0
600035.SH,2009-12-31,0.01,21.8147,0.1649,1.4159,0.1166,0.6846,1.6094,6.3913,27.6207,1.0
600035.SH,2010-12-31,-0.04,22.0427,0.2876,1.9225,0.1417,0.6922,1.7918,2.5185,27.8191,1.0
600035.SH,2011-12-31,0.00,22.517,0.4718,1.5813,0.0955,0.6865,1.9459,0.9796,27.9256,1.0
600035.SH,2012-12-31,0.00,22.9782,0.6259,0.8749,0.0596,0.6634,2.0794,0.7133,28.0095,1.0
600035.SH,2013-12-31,0.02,23.1921,0.6822,0.7398,0.0744,0.6528,2.1972,0.8901,28.0823,1.0
600035.SH,2014-12-31,0.02,23.2959,0.699,0.7183,0.0784,0.6512,2.3026,2.0696,28.1413,1.0
600035.SH,2015-12-31,0.02,22.9219,0.5842,1.4576,0.1107,0.5894,2.3979,6.755,28.1981,1.0
600035.SH,2016-12-31,-0.00,22.9097,0.5408,2.3318,0.093,0.6425,2.4849,2.0207,28.2937,1.0
600035.SH,2017-12-31,0.02,22.9078,0.5111,2.0605,0.1031,0.6153,2.5649,1.0018,28.3887,1.0
600037.SH,2008-12-31,-0.00,22.339,0.2104,8.3897,0.0795,0.4855,1.9459,4.4736,26.7357,1.0
600037.SH,2009-12-31,-0.00,22.4587,0.2414,2.3385,0.0755,0.6346,2.0794,6.0671,26.8991,1.0
600037.SH,2010-12-31,-0.03,22.4924,0.237,3.3618,0.0737,0.5372,2.1972,4.555,26.9717,1.0
600037.SH,2011-12-31,0.00,22.9344,0.4236,2.5195,0.0527,0.5421,2.3026,1.9585,27.0275,1.0
600037.SH,2012-12-31,0.02,23.1318,0.5215,1.5926,0.055,0.5118,2.3979,1.5251,27.1539,1.0
600037.SH,2013-12-31,0.01,23.0677,0.4715,1.289,0.0669,0.4839,2.4849,3.7126,27.2219,1.0
600037.SH,2014-12-31,0.01,23.0571,0.4394,1.4282,0.0944,0.532,2.5649,4.7377,27.2705,1.0
600037.SH,2015-12-31,0.01,23.0702,0.3978,2.4487,0.0899,0.5712,2.6391,6.1028,27.4357,1.0
