600067.SH,2012,0.7511,1.1043
600067.SH,2013,0.4668,-0.1328
600067.SH,2014,0.5849,0.3431
600067.SH,2015,0.7437,1.0651
600067.SH,2016,0.0622,-2.7137
600067.SH,2017,0.3309,-0.7041
600068.SH,2008,0.7072,0.8818
600068.SH,2009,0.5775,0.3125
600068.SH,2010,0.0015,-6.5230
600068.SH,2011,0.0136,-4.2850
600068.SH,2012,0.7986,1.3774
600068.SH,2013,0.7489,1.0928
600068.SH,2014,0.8073,1.4326
600068.SH,2015,0.7358,1.0240
600068.SH,2016,0.0013,-6.6346
600068.SH,2017,0.7095,0.8931
600069.SH,2008,0.7900,1.3249
600069.SH,2009,0.4646,-0.1420
600069.SH,2010,0.0281,-3.5430
600069.SH,2011,0.0272,-3.5777
600069.SH,2012,0.6070,0.4348
600069.SH,2013,0.4816,-0.0737
600069.SH,2014,0.3398,-0.6640
600069.SH,2015,0.5547,0.2199
600069.SH,2016,0.0084,-4.7756
600069.SH,2017,0.0961,-2.2408
600070.SH,2008,0.7701,1.2089
600070.SH,2009,0.5529,0.2122
600070.SH,2010,0.0991,-2.2071
600070.SH,2011,0.0154,-4.1591
600070.SH,2012,0.3199,-0.7544
600070.SH,2013,0.5733,0.2953
600070.SH,2014,0.3376,-0.6742
600070.SH,2015,0.5031,0.0122
600070.SH,2016,0.0297,-3.4855
600070.SH,2017,0.2821,-0.9340
600071.SH,2008,0.6827,0.7664
600071.SH,2009,0.6385,0.5690
600071.SH,2010,0.0205,-3.8663
600071.SH,2011,0.0059,-5.1310
600071.SH,2012,0.3757,-0.5078
600071.SH,2013,0.4908,-0.0368
600071.SH,2014,0.1589,-1.6667
600071.SH,2015,0.4577,-0.1698
600071.SH,2016,0.0267,-3.5961
600071.SH,2017,0.2584,-1.0543
600072.SH,2008,0.7178,0.9337
600072.SH,2009,0.6404,0.5769
600072.SH,2010,0.0332,-3.3721
600072.SH,2011,0.1511,-1.7260
600072.SH,2012,0.3687,-0.5376
600072.SH,2013,0.3509,-0.6149
600072.SH,2014,0.1056,-2.1368
600072.SH,2015,0.2741,-0.9741
600072.SH,2016,0.0356,-3.2986
600072.SH,2017,0.1361,-1.8480
600073.SH,2008,0.6625,0.6745
600073.SH,2009,0.5225,0.0901
600073.SH,2010,0.0727,-2.5460
600073.SH,2011,0.0052,-5.2455
600073.SH,2012,0.3189,-0.7588
600073.SH,2013,0.3056,-0.8210
600073.SH,2014,0.3226,-0.7420
600073.SH,2015,0.4434,-0.2275
600073.SH,2016,0.0349,-3.3188
600073.SH,2017,0.5228,0.0914
600074.SH,2008,0.4964,-0.0145
600074.SH,2009,0.5845,0.3413
600074.SH,2010,0.0794,-2.4509
600074.SH,2011,0.1065,-2.1268
600074.SH,2012,0.1018,-2.1774
600074.SH,2013,0.5257,0.1028
600074.SH,2014,0.0760,-2.4978
600074.SH,2015,0.3516,-0.6121
600074.SH,2016,0.0076,-4.8701
600074.SH,2017,0.1272,-1.9262
600075.SH,2008,0.8356,1.6257
600075.SH,2009,0.4994,-0.0026
600075.SH,2010,0.0299,-3.4811
600075.SH,2011,0.0418,-3.1317
600075.SH,2012,0.5321,0.1287
600075.SH,2013,0.3074,-0.8123
600075.SH,2014,0.3882,-0.4547
600075.SH,2015,0.4187,-0.3280
600075.SH,2016,0.0048,-5.3411
600075.SH,2017,0.2612,-1.0400
600076.SH,2008,0.3961,-0.4217
600076.SH,2009,0.4557,-0.1777
600076.SH,2010,0.0458,-3.0359
600076.SH,2011,0.0260,-3.6251
600076.SH,2012,0.2023,-1.3720
600076.SH,2013,0.2534,-1.0803
600076.SH,2014,0.2358,-1.1757
600076.SH,2015,0.5430,0.1724
